avg_LTBV_RR,avg_LTBV_RL,avg_HTUV_RR,avg_HTUV_RL,improvement_LTBV,improvement_HTUV
98.6244453284272,97.1666022965319,55.2501055102862,60.9379324227839,-1.47817615302228,10.2946896842373
